#code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
014024|directSolarRadiationIntegratedOver24Hours|long|DIRECT SOLAR RADIATION INTEGRATED OVER 24 HOURS|J m-2|-4|0|15|NA|0|0
014025|directSolarRadiationIntegratedOverPeriodSpecified|long|DIRECT SOLAR RADIATION INTEGRATED OVER PERIOD SPECIFIED|J m-2|-4|0|15|NA|0|0
014031|totalSunshine|long|TOTAL SUNSHINE|min|0|0|11|NA|0|0
014032|totalSunshine|long|TOTAL SUNSHINE|h|0|0|10|NA|0|0
015001|totalOzone|long|OZON|DU|0|0|10|NA|0|0
019001|synopticFeatureType|table|TYPE OF SYNOPTIC FEATURE|CODE TABLE|0|0|6|NA|0|0
019002|effectiveRadiusOfFeature|long|EFFECTIVE RADIUS OF FEATURE|m|-2|0|12|NA|0|0
019003|windSpeedThreshold|long|WIND SPEED THRESHOLD|m/s|0|0|8|NA|0|0
019004|effectiveRadiusWithRespectToWindSpeedsAboveThreshold|long|EFFECTIVE RADIUS WITH RESPECT TO WIND SPEEDS ABOVE THRESHOLD|m|-2|0|12|NA|0|0
019005|featureDirectionOfMotion|long|DIRECTION OF MOTION OF FEATURE|deg|0|0|9|NA|0|0
019006|speedOfMotionOfFeature|double|SPEED OF MOTION OF FEATURE|m/s|2|0|14|NA|0|0
019007|effectiveRadiusOfFeature|long|EFFECTIVE RADIUS OF FEATURE|m|-3|0|12|NA|0|0
019008|verticalExtentOfCirculation|table|VERTICAL EXTENT OF CIRCULATION|CODE TABLE|0|0|3|NA|0|0
019009|effectiveRadiusWithRespectToWindSpeedsAboveThresholdLargeStorms|long|EFFECTIVE RADIUS WITH RESPECT TOWIND SPEEDS ABOVE TRESHOLD|m|-3|0|12|NA|0|0
020001|horizontalVisibility|long|HORIZONTAL VISIBILITY|m|-1|0|13|NA|0|0
020002|verticalVisibility|long|VERTICAL VISIBILITY|m|-1|0|7|NA|0|0
020003|presentWeather|table|PRESENT WEATHER|CODE TABLE|0|0|9|NA|0|0
020004|pastWeather1|table|PAST WEATHER (1)|CODE TABLE|0|0|5|NA|0|0
020005|pastWeather2|table|PAST WEATHER (2)|CODE TABLE|0|0|5|NA|0|0
020010|cloudCoverTotal|long|CLOUD COVER (TOTAL)|%|0|0|7|NA|0|0
020011|cloudAmount|table|CLOUD AMOUNT|CODE TABLE|0|0|4|NA|0|0
020012|cloudType|table|CLOUD TYPE|CODE TABLE|0|0|6|NA|0|0
020013|heightOfBaseOfCloud|long|HEIGHT OF BASE OF CLOUD|m|-1|-40|11|NA|0|0
020014|heightOfTopOfCloud|long|HEIGHT OF TOP OF CLOUD|m|-1|-40|11|NA|0|0
020016|pressureAtTopOfCloud|long|PRESSURE AT THE TOP OF CLOUD|Pa|-1|0|14|NA|0|0
020017|cloudTopDescription|table|CLOUD TOP DESCRIPTION|CODE TABLE|0|0|4|NA|0|0
020031|iceDepositThickness|double|ICE DEPOSIT (THICKNESS)|m|2|0|7|NA|0|0
020032|rateOfIceAccretionEstimated|table|RATE OF ICE ACCRETION|CODE TABLE|0|0|3|NA|0|0
020033|causeOfIceAccretion|flag|CAUSE OF ICE ACCRETION|FLAG TABLE|0|0|4|NA|0|0
020034|seaIceConcentration|table|SEA ICE CONCETRATION|CODE TABLE|0|0|5|NA|0|0
020035|amountAndTypeOfIce|table|AMOUNT AND TYPE OF ICE|CODE TABLE|0|0|4|NA|0|0
020036|iceSituation|table|ICE SITUATION|CODE TABLE|0|0|5|NA|0|0
020037|iceDevelopment|table|ICE DEVELOPMENT|CODE TABLE|0|0|5|NA|0|0
020038|iceEdgeBearing|long|BEARING OF THE ICE EDGE|deg|0|0|12|NA|0|0
020039|iceDistance|long|ICE DISTANCE|m|-1|0|13|NA|0|0
020041|airframeIcing|table|AIRFRAME ICING|CODE TABLE|0|0|4|NA|0|0
020051|amountOfLowClouds|long|AMOUNT OF LOW CLOUDS|%|0|0|7|NA|0|0
020052|amountOfMiddleClouds|long|AMOUNT OF MIDDLE CLOUDS|%|0|0|7|NA|0|0
020053|amountOfHighClouds|long|AMOUNT OF HIGH CLOUDS|%|0|0|7|NA|0|0
020061|runwayVisualRangeRvr|long|RUNWAY VISUAL RANGE (RVR)|m|0|0|12|NA|0|0
020062|stateOfGround|table|STATE OF GROUND (WITH OR WITHOUT SNOW)|CODE TABLE|0|0|5|NA|0|0
020063|specialPhenomena|table|SPECIAL PHENOMENA|CODE TABLE|0|0|10|NA|0|0
021001|horizontalReflectivity|long|HORIZONTAL REFLECTIVITY|dB|0|-64|7|NA|0|0
021002|verticalReflectivity|long|VERTICAL REFLECTIVITY|dB|0|-64|7|NA|0|0
021003|differentialReflectivity|double|DIFFERENTIAL REFLECTIVITY|dB|1|-5|7|NA|0|0
021005|linearDepolarizationRatio|long|LINEAR DEPOLARISATION RATIO|dB|0|-65|6|NA|0|0
021006|circularDepolarizationRatio|long|CIRCULAR DEPOLARIZATION RATIO|dB|0|-65|6|NA|0|0
021011|dopplerMeanVelocityXDirection|long|DOPPLER MEAN VELOCITY IN X-DIRECTION|m/s|0|-128|8|NA|0|0
021012|dopplerMeanVelocityYDirection|long|DOPPLER MEAN VELOCITY IN Y-DIRECTION|m/s|0|-128|8|NA|0|0
021013|dopplerMeanVelocityZDirection|long|DOPPLER MEAN VELOCITY IN Z-DIRECTION(VZ)|m/s|0|-128|8|NA|0|0
021014|dopplerMeanVelocityRadial|double|DOPPLER MEAN VELOCITY RADIAL|m/s|1|-4096|13|NA|0|0
021017|dopplerVelocitySpectralWidth|double|DOPPLER VELOCITY SPECTRAL WIDTH|m/s|1|-4096|8|NA|0|0
021021|echoTops|long|ECHO TOPS|m|-3|0|4|NA|0|0
021031|verticallyIntegratedLiquidWaterContent|long|VERTICALLY INTEGRATED LIQUID-WATER CONTENT|kg m-2|0|0|7|NA|0|0
021036|radarRainfallIntensity|double|RADAR RAINFALL INTENSITY|m/s|7|0|12|NA|0|0
021041|brightBandHeight|long|BRIGHT-BAND HEIGHT|m|-2|0|8|NA|0|0
021051|signalPowerAbove1Mw|long|SIGNAL POWER ABOVE 1 mW|dB|0|-256|8|NA|0|0
022001|wavesDirection|long|DIRECTION OF WAVES|deg|0|0|9|NA|0|0
022002|windWavesDirection|long|DIRECTION OF WIND WAVES|deg|0|0|9|NA|0|0
022003|swellWavesDirection|long|DIRECTION OF SWELL WAVES|deg|0|0|9|NA|0|0
022004|currentDirection|long|DIRECTION OF CURRENT|deg|0|0|12|NA|0|0
022011|periodOfWaves|long|PERIOD OF WAVES|s|0|0|6|NA|0|0
022012|periodOfWindWaves|long|PERIOD OF WIND WAVES|s|0|0|6|NA|0|0
022013|periodOfSwellWaves|long|PERIOD OF SWELL WAVES|s|0|0|6|NA|0|0
022021|heightOfWaves|double|HEIGHT OF WAVES|m|1|0|10|NA|0|0
022022|heightOfWindWaves|double|HEIGHT OF WIND WAVES|m|1|0|10|NA|0|0
022023|heightOfSwellWaves|double|HEIGHT OF SWELL WAVES|m|1|0|10|NA|0|0
022025|standardDeviationWaveHeight|double|STANDARD DEVIATION WAVE HEIGHT|m|2|0|10|NA|0|0
022031|speedOfCurrent|double|SPEED OF CURRENT|m/s|2|0|13|NA|0|0
022042|oceanographicWaterTemperature|double|SEA TEMPERATURE|K|1|0|12|NA|0|0
022043|oceanographicWaterTemperature|double|SEA TEMPERATURE|K|2|0|15|NA|0|0
022044|soundVelocity|double|SOUND VELOCITY|m/s|1|0|14|NA|0|0
022050|standardDeviationSeaSurfaceTemperature|double|STANDARD DEVIATION SEA SURFACE TEMPERATURE|K|2|0|8|NA|0|0
022061|seaState|table|STATE OF SEA|CODE TABLE|0|0|4|NA|0|0
022062|salinity|double|SALINITY|%|3|0|14|NA|0|0
022063|totalWaterDepth|long|TOTAL WATER DEPTH|m|0|0|14|NA|0|0
022191|spectralDensity|double|SPECTRAL DENSITY|m2 rad-1 s|2|0|20|NA|0|0
023001|accidentEarlyNotificationArticleApplicable|table|ACCIDENT EARLY NOTIFICATION-ARTICLE APPLICABLE|CODE TABLE|0|0|3|NA|0|0
023002|facilityInvolvedInIncident|table|ACTIVITY OR FACILITY INVOLVED ININCIDENT|CODE TABLE|0|0|5|NA|0|0
023003|releaseType|table|TYPE OF RELEASE|CODE TABLE|0|0|3|NA|0|0
023004|countermeasuresTakenNearBorder|table|COUNTERMEASURES TAKEN NEAR BORDER|CODE TABLE|0|0|3|NA|0|0
023005|causeOfIncident|table|COUSE OF INCIDENT|CODE TABLE|0|0|2|NA|0|0
023006|incidentSituation|table|INCIDENT SITUATION|CODE TABLE|0|0|3|NA|0|0
023007|characteristicsOfRelease|table|CHARACTERISTICS OF RELEASE|CODE TABLE|0|0|3|NA|0|0
023008|stateOfCurrentRelease|table|STATE OF CURRENT RELEASE|CODE TABLE|0|0|2|NA|0|0
023009|stateOfExpectedRelease|table|STATE OF EXPECTED RELEASE|CODE TABLE|0|0|2|NA|0|0
023016|possibilityOfSignificantChemicalToxicHealthEffect|table|POSSIBILITY OF SIGNIFICANT CHEMICAL TOXIC HEALTH EFFECT|CODE TABLE|0|0|2|NA|0|0
023017|flowDischargeOfMajorRecipient|double|FLOW DISCHARGE OF MAJOR RECEPIENT|m3/s|6|0|20|NA|0|0
023018|releaseBehaviourOverTime|table|RELEASE BEHAVIOUR OVER TIME|CODE TABLE|0|0|3|NA|0|0
023019|actualReleaseHeight|long|ACTUAL RELEASE HEIGHT|m|0|-15000|17|NA|0|0
023021|effectiveReleaseHeight|long|EFFECTIVE RELEASE HEIGHT|m|0|-15000|17|NA|0|0
023022|distanceOfReleasePointOrSiteOfIncident|long|DISTANCE OF RELEASE POINT OR SITE OF INCIDENT|m|0|0|24|NA|0|0
023023|mainTransportSpeedInAtmosphere|double|MAIN TRANSPORT SPEED IN THE ATMOSPHERE|m/s|1|0|12|NA|0|0
023024|mainTransportSpeedInWater|double|MAIN TRANSPORT SPEED WATER|m/s|2|0|13|NA|0|0
023025|mainTransportSpeedInGroundWater|double|MAIN TRANSPORT SPEED IN GROUND WATER|m/s|2|0|13|NA|0|0
023027|mainTransportDirectionInTheAtmosphere|long|MAIN TRANSPORT DIRECTION IN THE ATMOSPHERE|deg|0|0|9|NA|0|0
023028|mainTransportDirectionInWater|long|MAIN TRANSPORT DIRECTION IN WATER|deg|0|0|9|NA|0|0
023029|mainTransportDirectionInGroundWater|long|MAIN TRANSPORT DIRECTION IN GROUND WATER|deg|0|0|9|NA|0|0
023031|possibilityPlume|table|POSSIBILITY THAT PLUME WILL ENCOUNTER PRECIPITATION IN STATE IN|CODE TABLE|0|0|2|NA|0|0
023032|plumeWillEncounterChangeInWindDirectionAndOrOrSpeedFlag|table|PLUME WILL ENCOUNTER CHANGE IN WIND DIRECTION AND/OR SPEED FLAG|CODE TABLE|0|0|2|NA|0|0
024001|estimateOfAmountOfRadioactivityReleasedUpToSpecifiedTime|long|ESTIMATE OF AMOUNT OF RADIOACTIVITY RELEASED UP TO SPECIFIED TIM|Bq|-11|0|28|NA|0|0
024002|estimatedMaximumPotentialRelease|long|ESTIMATED MAXIMUM POTENTIAL RELEASE|Bq|-11|0|28|NA|0|0
024003|compositionOfRelease|table|COMPOSITION OF RELEASE|CODE TABLE|0|0|5|NA|0|0
024004|elementName|string|ELEMENT NAME|CCITT IA5|0|0|16|NA|0|0
024005|isotopeMass|long|ISOTOPE MASS|Numeric|0|0|9|NA|0|0
024011|dose|double|DOSE|mSv|2|0|32|NA|0|0
024012|trajectoryDoseDefinedLocationAndExpectedTimeOfArrival|double|TRAJECTORY DOSE (DEFINED LOCATION AND EXPECTED TIME)|mSv|2|0|32|NA|0|0
024013|gammaDoseInAirAlongMainTransportPathDefinedLocationAndTimePeriod|double|GAMMA DOSE IN AIR ALONG THE MAINTRANSPORT PATH(DEFINED LOCATION|mSv|2|0|32|NA|0|0
024021|airConcentrationOfNamedIsotopeTypeIncludingGrossBeta|double|AIR CONCENTRATION(OF NAMED ISOTOPE TYPE INCLUDING GROSS BETA|Bq m-3|2|0|32|NA|0|0
024022|concentrationInPrecipitationOfNamedIsotopeType|double|CONCENTRATION IN PRECIPITATION ( OF NAMED ISOTOPE TYPE)|Bq/l|2|0|32|NA|0|0
025001|rangeGateLength|long|RANGE-GATE LENGTH|m|-1|0|6|NA|0|0
025002|numberOfGatesAveraged|long|NUMBER OF GATES AVERAGED|Numeric|0|0|4|NA|0|0
025003|numberOfIntegratedPulses|long|NUMBER OF INTEGRATED PULSES|Numeric|0|0|8|NA|0|0
025004|echoProcessing|table|ECHO PROCESSING|CODE TABLE|0|0|2|NA|0|0
025005|echoIntegration|table|ECHO INTEGRATION|CODE TABLE|0|0|2|NA|0|0
025006|zToRConversion|table|Z TO R CONVERSION|CODE TABLE|0|0|3|NA|0|0
025007|zToRConversionFactor|long|Z TO R CONVERSION FACTOR|Numeric|0|0|12|NA|0|0
025008|zToRConversionExponent|long|Z TO R CONVERSION EXPONENT|Numeric|2|0|9|NA|0|0
025009|calibrationMethod|flag|CALIBRATION METHOD|FLAG TABLE|0|0|4|NA|0|0
025010|clutterTreatment|table|CLUTTER TREATMENT|CODE TABLE|0|0|4|NA|0|0
025011|groundOccultationCorrectionScreening|table|GROUND ACCULTATION CORRECTION(SCREENING)|CODE TABLE|0|0|2|NA|0|0
025012|rangeAttenuationCorrection|table|RANGE ATTENUATION CORRECTION|CODE TABLE|0|0|2|NA|0|0
025013|brightBandCorrection|flag|BRIGHT-BAND CORRECTION|FLAG TABLE|0|0|2|NA|0|0
025014|azimuthClutterCutOff|long|AZIMUTH CLUTTER CUT-OFF|Numeric|0|0|12|NA|0|0
025015|radomeAttenuationCorrection|flag|RADOM ATTENUATION CORRECTION|FLAG TABLE|0|0|2|NA|0|0
025016|clearAirAttenuationCorrection|double|CLEAR-AIR ATTENUATION CORRECTION|dB/m|5|0|6|NA|0|0
025017|precipitationAttenuationCorrection|flag|PRECIPITATION ATTENUATION CORRECTION|FLAG TABLE|0|0|2|NA|0|0
025018|aToZLawForAttenuationFactor|long|A TO Z LAW FOR ATTENUATION FACTOR|Numeric|7|0|6|NA|0|0
025019|aToZLawForAttenuationExponent|long|A TO Z LAW FOR ATTENUATION EXPONENT|Numeric|2|0|7|NA|0|0
025020|meanSpeedEstimation|table|MEAN SPEED ESTIMATION|CODE TABLE|0|0|2|NA|0|0
025021|windComputationEnhancement|flag|WIND COMPUTATION EHANCEMENT|FLAG TABLE|0|0|8|NA|0|0
025030|signalToNoiseRatio|long|SIGNAL TO NOISE RATIO|dB|0|-32|8|NA|0|0
025032|windProfilerModeInformation|table|WIND PROFILER MODE INFORMATION|CODE TABLE|0|0|2|NA|0|0
025033|windProfilerSubmodeInformation|table|NOAA WIND PROFILER SUBMODE INFORMATION|CODE TABLE|0|0|2|NA|0|0
025034|windProfilerQualityControlTestResults|flag|NOAA WIND PROFILER QUALITY CONTROL TEST RESULTS|FLAG TABLE|0|0|4|NA|0|0
027001|nonCoordinateLatitude|double|LATITUDE(HIGH ACCURACY)|deg|5|-9000000|25|NA|0|0
027002|nonCoordinateLatitude|double|LATITUDE(COARSE ACCURACY)|deg|2|-9000|15|NA|0|0
027003|alternateLatitude|double|ALTERNATE LATITUDE|deg|2|-9000|15|NA|0|0
027020|satelliteLocationCounter|long|SATELLITE LOCATION COUNTER|Numeric|0|0|16|NA|0|0
028001|nonCoordinateLongitude|double|LONGITUDE(HIGH ACCURACY)|deg|5|-18000000|26|NA|0|0
028002|nonCoordinateLongitude|double|LONGITUDE(COARSE ACCURACY)|deg|2|-18000|16|NA|0|0
028003|alternateLongitude|double|ALTERNATE LONGITUDE|deg|2|-18000|16|NA|0|0
029001|projectionType|table|PROJECTION TYPE|CODE TABLE|0|0|3|NA|0|0
029002|coordinateGridType|table|CO-ORDINATE GRID TYPE|CODE TABLE|0|0|2|NA|0|0
030001|pixelValue4Bits|long|PIXEL VALUE(4 BITS)|Numeric|0|0|4|NA|0|0
030021|numberOfPixelsPerRow|long|NUMBER OF PIXELS PER ROW|Numeric|0|0|12|NA|0|0
030022|numberOfPixelsPerColumn|long|NUMBER OF PIXELS PER COLUMN|Numeric|0|0|12|NA|0|0
030031|pictureType|table|PICTURE TYPE|CODE TABLE|0|0|4|NA|0|0
030032|combinationWithOtherData|flag|COMBINATION WITH OTHER DATA|FLAG TABLE|0|0|16|NA|0|0
031001|delayedDescriptorReplicationFactor|long|DELAYED DESCRIPTOR REPLICATION FACTOR|Numeric|0|0|8|NA|0|0
031002|extendedDelayedDescriptorReplicationFactor|long|EXTENDED DELAYED DESCRIPTOR REPLICATION FACTOR|Numeric|0|0|16|NA|0|0
031011|delayedDescriptorAndDataRepetitionFactor|long|DELAYED DESCRIPTOR AND DATA REPETITION FACTOR|Numeric|0|0|8|NA|0|0
031012|extendedDelayedDescriptorAndDataRepetitionFactor|long|EXTENDED DELAYED DESCRIPTOR AND DATA REPETITION FACTOR|Numeric|0|0|16|NA|0|0
031021|associatedFieldSignificance|table|ASSOCIATED FIELD SIGNIFICANCE|CODE TABLE|0|0|6|NA|0|0
031031|dataPresentIndicator|flag|DATA PRESENT INDICATOR|FLAG TABLE|0|0|1|NA|0|0
033002|qualityInformation|table|QUALITY INFORMATION TABLE|CODE TABLE|0|0|2|NA|0|0
033003|qualityInformation|table|QUALITY INFORMATION TABLE|CODE TABLE|0|0|3|NA|0|0
033007|percentConfidence|long|% CONFIDENCE|%|0|0|7|NA|0|0
033191|ecmwfWamQcIndicator|table|ECMWF WAM QC INDICATOR|CODE TABLE|0|0|2|NA|0|0
