name,arraysize,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
scalarobjsort<Point3D<float-euclidean>>,16384,363,1.92975e+06,1.92961e+06,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,32768,170,4.12271e+06,4.12245e+06,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,65536,81,8.68066e+06,8.68018e+06,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,131072,37,1.87021e+07,1.87005e+07,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,262144,18,3.90691e+07,3.90654e+07,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,524288,8,8.30497e+07,8.30425e+07,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,1048576,4,1.72805e+08,1.72785e+08,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,2097152,2,3.6683e+08,3.66798e+08,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,4194304,1,7.6273e+08,7.62607e+08,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,8388608,1,1.59388e+09,1.5937e+09,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,16777216,1,3.32006e+09,3.31969e+09,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,33554432,1,6.90976e+09,6.90896e+09,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,67108864,1,1.40451e+10,1.40436e+10,ns,,,,,
scalarobjsort<Point3D<float-euclidean>>,100000000,1,2.11898e+10,2.11876e+10,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,100,438409,1585.16,1588.23,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,128,404518,1728.54,1730.93,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,256,230090,3035.73,3038.98,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,512,128264,5431.71,5437.09,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,1024,69374,10089.9,10097.7,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,2048,35820,19619.6,19629.1,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,4096,16698,41793.5,41806,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,8192,7642,91620.7,91635.5,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,16384,3403,204871,204873,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,32768,1529,457976,458040,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,65536,649,1.0781e+06,1.07805e+06,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,131072,249,2.80919e+06,2.80902e+06,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,262144,98,7.12816e+06,7.12733e+06,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,524288,41,1.70001e+07,1.69977e+07,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,1048576,17,4.18714e+07,4.18669e+07,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,2097152,6,1.18612e+08,1.18604e+08,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,4194304,2,3.51052e+08,3.51021e+08,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,8388608,1,8.76609e+08,8.7653e+08,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,16777216,1,1.99987e+09,1.99961e+09,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,33554432,1,4.353e+09,4.35251e+09,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,67108864,1,9.20187e+09,9.20088e+09,ns,,,,,
simdobjsort<Point3D<float-chebyshev>>,100000000,1,1.40272e+10,1.40256e+10,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,100,393391,1778.1,1780.43,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,128,343657,2036.15,2038.64,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,256,194961,3595.59,3597.57,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,512,99856,6895.86,6897.68,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,1024,29336,23133.2,23134.6,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,2048,7234,96362,96365.8,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,4096,2518,277621,277624,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,8192,1121,624006,623990,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,16384,525,1.33332e+06,1.3333e+06,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,32768,243,2.88107e+06,2.88099e+06,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,65536,113,6.19357e+06,6.19318e+06,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,131072,54,1.29762e+07,1.29746e+07,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,262144,26,2.74857e+07,2.7483e+07,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,524288,12,5.78257e+07,5.78162e+07,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,1048576,6,1.20641e+08,1.20624e+08,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,2097152,3,2.56623e+08,2.56595e+08,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,4194304,1,5.35339e+08,5.35279e+08,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,8388608,1,1.12473e+09,1.12462e+09,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,16777216,1,2.35185e+09,2.35158e+09,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,33554432,1,4.7619e+09,4.76136e+09,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,67108864,1,9.7968e+09,9.79574e+09,ns,,,,,
scalarobjsort<Point3D<float-chebyshev>>,100000000,1,1.46432e+10,1.46415e+10,ns,,,,,
